slot,player_id,player_name,recent_years,latest_game_year,recent_pa,recent_pitches,recent_games,recent_start_proxy_games,recent_games_80plus_pitches,latest_pa,latest_pitches,latest_start_proxy_games,current_2026_pa,current_2026_pitches,recent_starter_stabilizer_score,latest_starter_stabilizer_score,recent_bb_hbp_pct,latest_bb_hbp_pct,recent_k_pct,latest_k_pct,recent_hr_pct,latest_hr_pct,recent_woba_allowed,latest_woba_allowed,recent_xwoba_allowed_bbe,latest_xwoba_allowed_bbe,recent_whiff_per_swing,latest_whiff_per_swing,recent_chase_rate,latest_chase_rate,recent_zone_rate,latest_zone_rate,recent_first_pitch_nonball_rate,latest_first_pitch_nonball_rate,recent_three_ball_pitch_rate,latest_three_ball_pitch_rate,recent_hardhit_rate,latest_hardhit_rate,recent_barrel_rate,latest_barrel_rate,recent_early_1_3_woba_allowed,latest_early_1_3_woba_allowed,recent_risp_woba_allowed,latest_risp_woba_allowed,recent_third_time_woba_allowed,latest_third_time_woba_allowed,workload_process_score,damage_control_score,recency_sample_score,performance_fit_score,roster_evaluation_date,roster_team,roster_team_name,roster_player_name,primary_position,primary_position_type,primary_position_abbrev,status_code,status_description,roster_note,is_40man,is_active,is_full_roster,age,bat_side,pitch_hand,mlb_debut_date,birth_country,height,weight,in_current_mlb_org,dfa_or_designated_flag,injury_flag,restricted_or_development_flag,market_access_bucket,market_access_score,age_fit_score,role_gate_pass,role_fit_score,age_gate_pass,sample_gate_pass,availability_gate_pass,economic_proxy_gate_pass,first_pass_gate_pass,final_priority_score,gate_fail_reason,starter_stabilizer_input,zone_rate_input,bb_hbp_input,hr_input,woba_allowed_input,xwoba_allowed_input,first_pitch_nonball_input,three_ball_pitch_input,hardhit_input,barrel_input,early_woba_input,risp_woba_input,third_time_woba_input,recent_80_pitch_games_input,recent_start_games_input,traffic_command_score,load_bearing_score,damage_control_score_v2,availability_realism_score,sample_confidence_score,ssg_pitcher_fit_score,message_promoted_v0_2,research_tier,verification_need
regular_foreign_pitcher,608650,"Enns, Dietrich",2025 | 2026,2026,270,1048,37,3,1,70,291,0,70,291,60.95831555026894,,0.0962962962962963,0.1571428571428571,0.2296296296296296,0.1857142857142857,0.0222222222222222,0.0,0.3311222593831289,0.3094202898550724,0.3419512535171681,0.2911777777777777,0.235027412121989,0.1940298507462686,0.3122348354546496,0.2631578947368421,0.5162257183347851,0.4776632302405498,0.6396773010634397,0.6285714285714286,0.0839349474902185,0.1237113402061855,0.3683338069527328,0.391304347826087,0.0495879511224779,0.0652173913043478,0.3828947368421053,,0.2988488744761146,0.2774193548387096,0.675,,67.45953088866865,63.902302589577246,60.85232903865213,55.68657838696022,2026-06-12,BAL,Baltimore Orioles,Dietrich Enns,Pitcher,Pitcher,P,A,Active,,False,False,True,35.0,Left,Left,2017-08-10,USA,"6' 1""",230.0,True,False,False,False,non40man_org_candidate,75.0,70,True,100,True,True,True,True,True,66.37761811282812,,60.95831555026894,0.4776632302405498,0.1571428571428571,0.0,0.3094202898550724,0.2911777777777777,0.6285714285714286,0.1237113402061855,0.391304347826087,0.0652173913043478,0.3828947368421053,0.2774193548387096,0.675,1,3,42.73419997122018,72.65361744301289,65.8599013872683,82.75,61.71456888007929,62.739601517580866,True,A_research_lead,verify 40-man option/access cost
regular_foreign_pitcher,592826,"Velasquez, Vince",2026,2026,8,31,1,0,0,8,31,0,8,31,,,0.0,0.0,0.125,0.125,0.0,0.0,0.15625,0.15625,0.1508571428571428,0.1508571428571428,0.1333333333333333,0.1333333333333333,0.2857142857142857,0.2857142857142857,0.5483870967741935,0.5483870967741935,0.75,0.75,0.032258064516129,0.032258064516129,0.1428571428571428,0.1428571428571428,0.0,0.0,,,0.0,0.0,,,23.257350512058142,96.79646980853305,37.41328047571854,46.25348685281681,2026-06-12,CHC,Chicago Cubs,Vince Velasquez,Pitcher,Pitcher,P,SU,Suspended # days,,False,False,True,34.0,Right,Right,2015-06-10,USA,"6' 3""",210.0,True,False,False,False,non40man_org_candidate,75.0,70,False,35,True,False,True,True,False,54.68941776904925,"sample,role",46.25348685281681,0.5483870967741935,0.0,0.0,0.15625,0.1508571428571428,0.75,0.032258064516129,0.1428571428571428,0.0,,0.0,,0,0,83.0060964610935,37.31417244796829,90.66591626283693,75.75,28.58275520317146,66.58433082320467,True,B_plus_gate_review,"resolve gate fail: sample,role; verify 40-man option/access cost"
regular_foreign_pitcher,663559,"Falter, Bailey",2025 | 2026,2026,575,2132,31,26,10,57,180,2,57,180,58.49103063858156,,0.0921739130434782,0.1052631578947368,0.1513043478260869,0.1052631578947368,0.0399999999999999,0.0701754385964912,0.3514598564795272,0.5482456140350878,0.3747119447292925,0.4327111111111111,0.161919688627302,0.175,0.2463932377802278,0.2111111111111111,0.5313827512473271,0.5,0.56595794588255,0.4912280701754385,0.0785889760038013,0.0944444444444444,0.4506042363433667,0.4444444444444444,0.0920758082497212,0.0666666666666666,0.3440415762212813,0.6232142857142857,0.3534835008125228,0.4369565217391304,0.3344594594594595,,85.18334985133795,40.08263055810589,53.91476709613479,52.67859864902319,2026-06-12,KC,Kansas City Royals,Bailey Falter,Pitcher,Pitcher,P,A,Active,,False,False,True,29.0,Right,Left,2021-04-25,USA,"6' 4""",205.0,True,False,False,False,non40man_org_candidate,75.0,100,True,100,True,True,True,True,True,67.72322925696275,,58.49103063858156,0.5,0.1052631578947368,0.0701754385964912,0.5482456140350878,0.4327111111111111,0.4912280701754385,0.0944444444444444,0.4444444444444444,0.0666666666666666,0.6232142857142857,0.4369565217391304,0.3344594594594595,10,26,49.14428629046151,81.72943508424183,28.592000951181422,88.75,63.57779980178395,60.56432482861358,True,B_research_lead,verify 40-man option/access cost
regular_foreign_pitcher,596295,"Gomber, Austin",2025,2025,272,999,12,12,7,272,999,12,0,0,51.09445051188184,51.09445051188184,0.0661764705882353,0.0661764705882353,0.125,0.125,0.0588235294117647,0.0588235294117647,0.4228782287822878,0.4228782287822878,0.4039340565391532,0.4039340565391532,0.1469387755102041,0.1469387755102041,0.2377777777777777,0.2377777777777777,0.5495495495495496,0.5495495495495496,0.6507352941176471,0.6507352941176471,0.066066066066066,0.066066066066066,0.3954545454545454,0.3954545454545454,0.1454545454545454,0.1454545454545454,0.3865269461077844,0.3865269461077844,0.4347222222222222,0.4347222222222222,0.5598214285714286,0.5598214285714286,74.11628675256028,38.17937134298471,16.50148662041625,42.91021297940874,2026-06-12,ATL,Atlanta Braves,Austin Gomber,Pitcher,Pitcher,P,A,Active,,False,False,True,32.0,Left,Left,2018-06-02,USA,"6' 5""",220.0,True,False,False,False,non40man_org_candidate,75.0,100,True,100,True,True,True,True,True,62.35061713867481,,51.09445051188184,0.5495495495495496,0.0661764705882353,0.0588235294117647,0.4228782287822878,0.4039340565391532,0.6507352941176471,0.066066066066066,0.3954545454545454,0.1454545454545454,0.3865269461077844,0.4347222222222222,0.5598214285714286,7,12,58.30636338394127,70.1808721506442,29.029293003217045,88.75,30.222993062438057,57.177784959730644,True,B_research_lead,verify 40-man option/access cost
regular_foreign_pitcher,669060,"Wilson, Bryse",2025,2025,224,854,20,5,5,224,854,5,0,0,41.88015704384293,41.88015704384293,0.09375,0.09375,0.125,0.125,0.0491071428571428,0.0491071428571428,0.4237668161434977,0.4237668161434977,0.4576168784885485,0.4576168784885485,0.1521197007481296,0.1521197007481296,0.291111111111111,0.2911111111111111,0.4730679156908665,0.4730679156908665,0.6150442477876107,0.6150442477876106,0.0831381733021077,0.0831381733021077,0.4566473988439306,0.4566473988439306,0.1098265895953757,0.1098265895953757,0.3779220779220779,0.3779220779220779,0.3526666666666666,0.3526666666666667,0.5344827586206896,0.5344827586206896,68.97918731417245,32.345435051813844,16.50148662041625,37.86388068000934,2026-06-12,PHI,Philadelphia Phillies,Bryse Wilson,Pitcher,Pitcher,P,A,Active,,False,False,True,28.0,Right,Right,2018-08-20,USA,"6' 2""",255.0,True,False,False,False,non40man_org_candidate,75.0,100,True,100,True,True,True,True,True,59.57513437400514,,41.88015704384293,0.4730679156908665,0.09375,0.0491071428571428,0.4237668161434977,0.4576168784885485,0.6150442477876106,0.0831381733021077,0.4566473988439306,0.1098265895953757,0.3779220779220779,0.3526666666666667,0.5344827586206896,5,5,48.716285536510874,61.132309217046576,26.23816404823266,88.75,28.885034687809714,51.3465992436424,True,B_research_lead,verify 40-man option/access cost
regular_foreign_pitcher,660271,"Ohtani, Shohei",2025 | 2026,2026,420,1696,24,24,13,233,943,10,233,943,81.3637555633113,81.87869283140998,0.0714285714285714,0.0944206008583691,0.3071428571428571,0.2875536480686695,0.0119047619047618,0.0085836909871244,0.2323103382064727,0.209051724137931,0.3167088282634289,0.287972027972028,0.2892427484235703,0.2945205479452055,0.2985301281372444,0.3052631578947368,0.5106536100376222,0.496288441145281,0.5937436676798379,0.5665236051502146,0.0742806618633111,0.0784729586426299,0.3462130541871921,0.375,0.0346156039043969,0.0347222222222222,0.200012131841054,0.1720183486238532,0.1834085213032581,0.1263157894736842,0.3478582875457875,0.2307692307692307,84.25834159233564,86.77779331618703,88.9990089197225,74.2248487329238,2026-06-12,LAD,Los Angeles Dodgers,Shohei Ohtani,Two-Way Player,Two-Way Player,TWP,A,Active,,True,True,True,31.0,Left,Right,2018-03-29,Japan,"6' 4""",210.0,True,False,False,False,mlb_active_low_access,10.0,100,True,100,True,True,False,False,False,48.3236668031081,"availability,economic_proxy",81.87869283140998,0.496288441145281,0.0944206008583691,0.0085836909871244,0.209051724137931,0.287972027972028,0.5665236051502146,0.0784729586426299,0.375,0.0347222222222222,0.1720183486238532,0.1263157894736842,0.2307692307692307,13,24,73.41189012588138,89.00891972249752,83.32561093131973,29.166666666666668,86.88800792864221,74.00471994751697,True,C_watchlist,"resolve gate fail: availability,economic_proxy"
regular_foreign_pitcher,693645,"Schlittler, Cam",2025 | 2026,2026,621,2502,28,28,22,317,1249,14,317,1249,72.19395791209091,79.96349890550447,0.0821256038647342,0.0473186119873817,0.2785829307568437,0.2807570977917981,0.0193236714975845,0.0126182965299684,0.267017605788395,0.2414012738853503,0.362816435004393,0.3426428571428571,0.234449552049709,0.2470238095238095,0.3205731280913309,0.3563402889245586,0.5152098437909988,0.4987990392313851,0.6292402092345258,0.637223974763407,0.0832930233879217,0.0728582866293034,0.4098451971159601,0.4150943396226415,0.0762436039773012,0.070754716981132,0.2447520621500349,0.2282467532467532,0.2404488043204398,0.2153061224489796,0.3249560825647781,0.3219696969696969,88.76775685497192,74.43402019858087,99.00891972249752,71.22504870672311,2026-06-12,NYY,New York Yankees,Cam Schlittler,Pitcher,Pitcher,P,A,Active,,True,True,True,25.0,Right,Right,2025-07-09,USA,"6' 6""",215.0,True,False,False,False,mlb_active_low_access,10.0,100,True,100,True,True,False,False,False,46.673776788697715,"availability,economic_proxy",79.96349890550447,0.4987990392313851,0.0473186119873817,0.0126182965299684,0.2414012738853503,0.3426428571428571,0.637223974763407,0.0728582866293034,0.4150943396226415,0.070754716981132,0.2282467532467532,0.2153061224489796,0.3219696969696969,22,28,74.43556863484265,92.66848364717542,70.81908067196404,29.166666666666668,95.70862239841428,73.60746987648089,True,C_watchlist,"resolve gate fail: availability,economic_proxy"
regular_foreign_pitcher,650911,"Sánchez, Cristopher",2025 | 2026,2026,1182,4241,46,46,44,375,1344,14,375,1344,83.21709710616659,80.10535836304604,0.0583756345177664,0.0506666666666666,0.2749576988155668,0.3013333333333333,0.0135363790186124,0.0106666666666666,0.2722991767156053,0.2675603217158177,0.3441016377034078,0.3530954356846473,0.2922213951437812,0.3083700440528634,0.3375847228419273,0.3831908831908832,0.5048197528675484,0.4776785714285714,0.6604841054214536,0.6746666666666666,0.057300491581524,0.0625,0.4110020283824938,0.4338842975206611,0.0665804982083885,0.0867768595041322,0.262736311570641,0.2782857142857143,0.2309822853681959,0.198780487804878,0.2787169888561825,0.2762295081967213,99.50445986124878,79.04268536139975,99.90089197224977,77.928672078735,2026-06-12,PHI,Philadelphia Phillies,Cristopher Sánchez,Pitcher,Pitcher,P,A,Active,,True,True,True,29.0,Left,Left,2021-06-06,Dominican Republic,"6' 6""",200.0,True,False,False,False,mlb_active_low_access,10.0,100,True,100,True,True,False,False,False,50.36076964330425,"availability,economic_proxy",80.10535836304604,0.4776785714285714,0.0506666666666666,0.0106666666666666,0.2675603217158177,0.3530954356846473,0.6746666666666666,0.0625,0.4338842975206611,0.0867768595041322,0.2782857142857143,0.198780487804878,0.2762295081967213,44,46,69.75582943690831,99.67046580773042,66.72332135879705,29.166666666666668,99.69276511397425,73.53330606616194,True,C_watchlist,"resolve gate fail: availability,economic_proxy"
regular_foreign_pitcher,694819,"Misiorowski, Jacob",2025 | 2026,2026,574,2349,28,27,17,302,1184,13,302,1184,70.94014493371218,81.59586264241727,0.1080139372822299,0.0960264900662251,0.3536585365853658,0.3841059602649007,0.0209059233449476,0.0132450331125827,0.2576124807285092,0.2182724252491694,0.3449375537226635,0.3268141025641026,0.3063443098264344,0.3462214411247803,0.2975022078364175,0.3083623693379791,0.5284644456632313,0.5135135135135135,0.6197987451997871,0.6567656765676567,0.086513510078097,0.0793918918918918,0.3475093527589085,0.3205128205128205,0.0511489264517853,0.0256410256410256,0.2575970082163767,0.2064625850340136,0.2531985193554901,0.177659574468085,0.2962975985094976,0.2126865671641791,87.42979848034356,74.67599376571997,96.43211100099109,70.31549817006781,2026-06-12,MIL,Milwaukee Brewers,Jacob Misiorowski,Pitcher,Pitcher,P,A,Active,,True,True,True,24.0,Right,Right,2025-06-12,USA,"6' 7""",201.0,True,False,False,False,mlb_active_low_access,10.0,100,True,100,True,True,False,False,False,46.1735239935373,"availability,economic_proxy",81.59586264241727,0.5135135135135135,0.0960264900662251,0.0132450331125827,0.2182724252491694,0.3268141025641026,0.6567656765676567,0.0793918918918918,0.3205128205128205,0.0256410256410256,0.2064625850340136,0.177659574468085,0.2126865671641791,17,27,67.88012184815192,91.46184340931615,81.41295972419171,29.166666666666668,93.63726461843409,73.25081581345637,True,C_watchlist,"resolve gate fail: availability,economic_proxy"
regular_foreign_pitcher,694973,"Skenes, Paul",2025 | 2026,2026,1036,4245,46,46,39,303,1248,14,303,1248,81.27396280580295,78.14905668095905,0.0646718146718146,0.0627062706270627,0.2944015444015443,0.2937293729372937,0.0164092664092663,0.0198019801980198,0.2604640455180235,0.2650662251655629,0.3256786187057624,0.3199430051813471,0.2684699096125643,0.2432432432432432,0.3114809521929216,0.3263157894736842,0.4954672762245961,0.4671474358974359,0.6075238772607193,0.6052631578947368,0.079396281676687,0.0753205128205128,0.3874307689758333,0.3487179487179487,0.0559926820656433,0.0512820512820512,0.2503654963213786,0.2457516339869281,0.2697875077893326,0.3379629629629629,0.3385236132475191,0.4201612903225806,99.05847373637266,79.90610071726648,98.90981169474728,77.42336077670394,2026-06-12,PIT,Pittsburgh Pirates,Paul Skenes,Pitcher,Pitcher,P,A,Active,,True,True,True,24.0,Right,Right,2024-05-11,USA,"6' 6""",260.0,True,False,False,False,mlb_active_low_access,10.0,100,True,100,True,True,False,False,False,50.08284842718717,"availability,economic_proxy",78.14905668095905,0.4671474358974359,0.0627062706270627,0.0198019801980198,0.2650662251655629,0.3199430051813471,0.6052631578947368,0.0753205128205128,0.3487179487179487,0.0512820512820512,0.2457516339869281,0.3379629629629629,0.4201612903225806,39,46,62.579384719528335,99.02626362735381,76.77462693504789,29.166666666666668,99.02874132804757,73.1631808425113,True,C_watchlist,"resolve gate fail: availability,economic_proxy"
