player_id,player_name,roster_team,primary_position,primary_position_abbrev,age,bat_side,pitch_hand,birth_country,is_40man,status_description,market_access_bucket,recent_pa,recent_woba,recent_bb_pct,recent_k_pct,recent_hardhit_rate,recent_barrel_rate,dm_success_prob,dm_failure_prob,dm_margin,data_mining_gate_pass,data_mining_gate_reason,dm_model_tier,model_feature_mapping,data_mining_rank
682641,Luis Matos,MIL,Outfielder,RF,24.0,Right,Right,Venezuela,False,Active,non40man_org_candidate,205,0.3002439024390244,0.0585365853658535,0.1658536585365853,0.3617620601917294,0.0676244570664884,0.9238448207592336,0.08205511150344967,0.8417897092557839,True,pass: non40man + first-pass market gate + no injury/restricted flag + recent PA >= 25,promoted_hitter_savant_success_failure_classifier,pre_pa<=recent_pa;pre_pitch<=recent_pitches;pre_bb_pct<=recent_bb_pct;pre_k_pct<=recent_k_pct;pre_woba<=recent_woba;pre_chase_rate<=recent_chase_rate;pre_zone_swing_rate<=recent_chase_rate;pre_nonfast_chase_rate<=recent_nonfast_chase_rate;pre_nonfast_whiff_per_swing<=recent_nonfast_whiff_per_swing;pre_whiff_per_swing<=recent_whiff_per_swing;pre_hardhit_rate<=recent_hardhit_rate;pre_barrel_rate<=recent_barrel_rate;pre_sweet_spot_rate<=recent_sweet_spot_rate;pre_air_bbe_rate<=recent_air_bbe_rate;pre_low_velo_xwoba<=recent_low_velo_xwoba;pre_high_velo_xwoba<=recent_high_velo_xwoba;pre_break_off_xwoba<=recent_break_off_xwoba;pre_hitter_count_xwoba<=recent_hitter_count_xwoba,1.0
666134,Nolan Jones,CLE,Outfielder,RF,28.0,Left,Right,USA,False,Active,non40man_org_candidate,403,0.2779448621553885,0.0967741935483871,0.2803970223325062,0.4713114754098361,0.0860655737704918,0.9015860130730083,0.0919400465835464,0.809645966489462,True,pass: non40man + first-pass market gate + no injury/restricted flag + recent PA >= 25,promoted_hitter_savant_success_failure_classifier,pre_pa<=recent_pa;pre_pitch<=recent_pitches;pre_bb_pct<=recent_bb_pct;pre_k_pct<=recent_k_pct;pre_woba<=recent_woba;pre_chase_rate<=recent_chase_rate;pre_zone_swing_rate<=recent_chase_rate;pre_nonfast_chase_rate<=recent_nonfast_chase_rate;pre_nonfast_whiff_per_swing<=recent_nonfast_whiff_per_swing;pre_whiff_per_swing<=recent_whiff_per_swing;pre_hardhit_rate<=recent_hardhit_rate;pre_barrel_rate<=recent_barrel_rate;pre_sweet_spot_rate<=recent_sweet_spot_rate;pre_air_bbe_rate<=recent_air_bbe_rate;pre_low_velo_xwoba<=recent_low_velo_xwoba;pre_high_velo_xwoba<=recent_high_velo_xwoba;pre_break_off_xwoba<=recent_break_off_xwoba;pre_hitter_count_xwoba<=recent_hitter_count_xwoba,2.0
666185,Dylan Carlson,PHI,Outfielder,LF,27.0,Switch,Left,USA,False,Active,non40man_org_candidate,245,0.2846938775510204,0.0857142857142857,0.2285714285714284,0.2999004479840716,0.0659780985564957,0.8239796324227562,0.15069009136645176,0.6732895410563045,True,pass: non40man + first-pass market gate + no injury/restricted flag + recent PA >= 25,promoted_hitter_savant_success_failure_classifier,pre_pa<=recent_pa;pre_pitch<=recent_pitches;pre_bb_pct<=recent_bb_pct;pre_k_pct<=recent_k_pct;pre_woba<=recent_woba;pre_chase_rate<=recent_chase_rate;pre_zone_swing_rate<=recent_chase_rate;pre_nonfast_chase_rate<=recent_nonfast_chase_rate;pre_nonfast_whiff_per_swing<=recent_nonfast_whiff_per_swing;pre_whiff_per_swing<=recent_whiff_per_swing;pre_hardhit_rate<=recent_hardhit_rate;pre_barrel_rate<=recent_barrel_rate;pre_sweet_spot_rate<=recent_sweet_spot_rate;pre_air_bbe_rate<=recent_air_bbe_rate;pre_low_velo_xwoba<=recent_low_velo_xwoba;pre_high_velo_xwoba<=recent_high_velo_xwoba;pre_break_off_xwoba<=recent_break_off_xwoba;pre_hitter_count_xwoba<=recent_hitter_count_xwoba,3.0
671221,Drew Waters,KC,Outfielder,LF,27.0,Switch,Right,USA,False,Active,non40man_org_candidate,219,0.2903225806451613,0.0502283105022831,0.273972602739726,0.2916666666666667,0.0416666666666666,0.7847048787567348,0.252114156665925,0.5325907220908097,True,pass: non40man + first-pass market gate + no injury/restricted flag + recent PA >= 25,promoted_hitter_savant_success_failure_classifier,pre_pa<=recent_pa;pre_pitch<=recent_pitches;pre_bb_pct<=recent_bb_pct;pre_k_pct<=recent_k_pct;pre_woba<=recent_woba;pre_chase_rate<=recent_chase_rate;pre_zone_swing_rate<=recent_chase_rate;pre_nonfast_chase_rate<=recent_nonfast_chase_rate;pre_nonfast_whiff_per_swing<=recent_nonfast_whiff_per_swing;pre_whiff_per_swing<=recent_whiff_per_swing;pre_hardhit_rate<=recent_hardhit_rate;pre_barrel_rate<=recent_barrel_rate;pre_sweet_spot_rate<=recent_sweet_spot_rate;pre_air_bbe_rate<=recent_air_bbe_rate;pre_low_velo_xwoba<=recent_low_velo_xwoba;pre_high_velo_xwoba<=recent_high_velo_xwoba;pre_break_off_xwoba<=recent_break_off_xwoba;pre_hitter_count_xwoba<=recent_hitter_count_xwoba,4.0
664238,Dylan Moore,PHI,Outfielder,CF,33.0,Right,Right,USA,False,Active,non40man_org_candidate,258,0.2792635658914728,0.0891472868217054,0.3410852713178294,0.3423034330011074,0.0807308970099667,0.5986819494419579,0.4457396297064035,0.15294231973555433,True,pass: non40man + first-pass market gate + no injury/restricted flag + recent PA >= 25,promoted_hitter_savant_success_failure_classifier,pre_pa<=recent_pa;pre_pitch<=recent_pitches;pre_bb_pct<=recent_bb_pct;pre_k_pct<=recent_k_pct;pre_woba<=recent_woba;pre_chase_rate<=recent_chase_rate;pre_zone_swing_rate<=recent_chase_rate;pre_nonfast_chase_rate<=recent_nonfast_chase_rate;pre_nonfast_whiff_per_swing<=recent_nonfast_whiff_per_swing;pre_whiff_per_swing<=recent_whiff_per_swing;pre_hardhit_rate<=recent_hardhit_rate;pre_barrel_rate<=recent_barrel_rate;pre_sweet_spot_rate<=recent_sweet_spot_rate;pre_air_bbe_rate<=recent_air_bbe_rate;pre_low_velo_xwoba<=recent_low_velo_xwoba;pre_high_velo_xwoba<=recent_high_velo_xwoba;pre_break_off_xwoba<=recent_break_off_xwoba;pre_hitter_count_xwoba<=recent_hitter_count_xwoba,5.0
669261,Jack Suwinski,LAD,Outfielder,RF,27.0,Left,Left,USA,False,Active,non40man_org_candidate,178,0.2533898305084746,0.1348314606741573,0.3146067415730337,0.3870967741935484,0.1182795698924731,0.36306325424928276,0.683610442616649,-0.3205471883673663,True,pass: non40man + first-pass market gate + no injury/restricted flag + recent PA >= 25,promoted_hitter_savant_success_failure_classifier,pre_pa<=recent_pa;pre_pitch<=recent_pitches;pre_bb_pct<=recent_bb_pct;pre_k_pct<=recent_k_pct;pre_woba<=recent_woba;pre_chase_rate<=recent_chase_rate;pre_zone_swing_rate<=recent_chase_rate;pre_nonfast_chase_rate<=recent_nonfast_chase_rate;pre_nonfast_whiff_per_swing<=recent_nonfast_whiff_per_swing;pre_whiff_per_swing<=recent_whiff_per_swing;pre_hardhit_rate<=recent_hardhit_rate;pre_barrel_rate<=recent_barrel_rate;pre_sweet_spot_rate<=recent_sweet_spot_rate;pre_air_bbe_rate<=recent_air_bbe_rate;pre_low_velo_xwoba<=recent_low_velo_xwoba;pre_high_velo_xwoba<=recent_high_velo_xwoba;pre_break_off_xwoba<=recent_break_off_xwoba;pre_hitter_count_xwoba<=recent_hitter_count_xwoba,6.0
650333,Luis Arráez,SF,Second Base,2B,29.0,Left,Right,Venezuela,True,Active,mlb_active_low_access,962,0.3364799462267216,0.0509355509355508,0.0353430353430353,0.1841322689945959,0.0091647957270412,0.9988312578910908,0.0017208956209964397,0.9971103622700944,False,hold: failed one of non40man/market/injury/restricted/sample gates,promoted_hitter_savant_success_failure_classifier,pre_pa<=recent_pa;pre_pitch<=recent_pitches;pre_bb_pct<=recent_bb_pct;pre_k_pct<=recent_k_pct;pre_woba<=recent_woba;pre_chase_rate<=recent_chase_rate;pre_zone_swing_rate<=recent_chase_rate;pre_nonfast_chase_rate<=recent_nonfast_chase_rate;pre_nonfast_whiff_per_swing<=recent_nonfast_whiff_per_swing;pre_whiff_per_swing<=recent_whiff_per_swing;pre_hardhit_rate<=recent_hardhit_rate;pre_barrel_rate<=recent_barrel_rate;pre_sweet_spot_rate<=recent_sweet_spot_rate;pre_air_bbe_rate<=recent_air_bbe_rate;pre_low_velo_xwoba<=recent_low_velo_xwoba;pre_high_velo_xwoba<=recent_high_velo_xwoba;pre_break_off_xwoba<=recent_break_off_xwoba;pre_hitter_count_xwoba<=recent_hitter_count_xwoba,
642020,Chuckie Robinson,LAD,Catcher,C,31.0,Right,Right,USA,True,Active,mlb_active_low_access,2,0.2,0.0,0.0,0.0,0.0,0.9968123966321862,0.0015696203558316186,0.9952427762763546,False,hold: failed one of non40man/market/injury/restricted/sample gates,promoted_hitter_savant_success_failure_classifier,pre_pa<=recent_pa;pre_pitch<=recent_pitches;pre_bb_pct<=recent_bb_pct;pre_k_pct<=recent_k_pct;pre_woba<=recent_woba;pre_chase_rate<=recent_chase_rate;pre_zone_swing_rate<=recent_chase_rate;pre_nonfast_chase_rate<=recent_nonfast_chase_rate;pre_nonfast_whiff_per_swing<=recent_nonfast_whiff_per_swing;pre_whiff_per_swing<=recent_whiff_per_swing;pre_hardhit_rate<=recent_hardhit_rate;pre_barrel_rate<=recent_barrel_rate;pre_sweet_spot_rate<=recent_sweet_spot_rate;pre_air_bbe_rate<=recent_air_bbe_rate;pre_low_velo_xwoba<=recent_low_velo_xwoba;pre_high_velo_xwoba<=recent_high_velo_xwoba;pre_break_off_xwoba<=recent_break_off_xwoba;pre_hitter_count_xwoba<=recent_hitter_count_xwoba,
663538,Nico Hoerner,CHC,Second Base,2B,29.0,Right,Right,USA,True,Active,mlb_active_low_access,949,0.3335827879599781,0.0727081138040041,0.0727081138040041,0.2995784729950091,0.0200377907411195,0.997423771215025,0.0028934279026600284,0.994530343312365,False,hold: failed one of non40man/market/injury/restricted/sample gates,promoted_hitter_savant_success_failure_classifier,pre_pa<=recent_pa;pre_pitch<=recent_pitches;pre_bb_pct<=recent_bb_pct;pre_k_pct<=recent_k_pct;pre_woba<=recent_woba;pre_chase_rate<=recent_chase_rate;pre_zone_swing_rate<=recent_chase_rate;pre_nonfast_chase_rate<=recent_nonfast_chase_rate;pre_nonfast_whiff_per_swing<=recent_nonfast_whiff_per_swing;pre_whiff_per_swing<=recent_whiff_per_swing;pre_hardhit_rate<=recent_hardhit_rate;pre_barrel_rate<=recent_barrel_rate;pre_sweet_spot_rate<=recent_sweet_spot_rate;pre_air_bbe_rate<=recent_air_bbe_rate;pre_low_velo_xwoba<=recent_low_velo_xwoba;pre_high_velo_xwoba<=recent_high_velo_xwoba;pre_break_off_xwoba<=recent_break_off_xwoba;pre_hitter_count_xwoba<=recent_hitter_count_xwoba,
667690,C. J. Stubbs,TOR,Catcher,C,29.0,Right,Right,USA,False,Active,non40man_org_candidate,3,0.0,0.0,0.0,0.3333333333333333,0.0,0.9953640020047375,0.0008696311042793805,0.9944943709004581,False,hold: failed one of non40man/market/injury/restricted/sample gates,promoted_hitter_savant_success_failure_classifier,pre_pa<=recent_pa;pre_pitch<=recent_pitches;pre_bb_pct<=recent_bb_pct;pre_k_pct<=recent_k_pct;pre_woba<=recent_woba;pre_chase_rate<=recent_chase_rate;pre_zone_swing_rate<=recent_chase_rate;pre_nonfast_chase_rate<=recent_nonfast_chase_rate;pre_nonfast_whiff_per_swing<=recent_nonfast_whiff_per_swing;pre_whiff_per_swing<=recent_whiff_per_swing;pre_hardhit_rate<=recent_hardhit_rate;pre_barrel_rate<=recent_barrel_rate;pre_sweet_spot_rate<=recent_sweet_spot_rate;pre_air_bbe_rate<=recent_air_bbe_rate;pre_low_velo_xwoba<=recent_low_velo_xwoba;pre_high_velo_xwoba<=recent_high_velo_xwoba;pre_break_off_xwoba<=recent_break_off_xwoba;pre_hitter_count_xwoba<=recent_hitter_count_xwoba,
669194,Ryne Nelson,AZ,Pitcher,P,28.0,Right,Right,USA,True,Active,mlb_active_low_access,1,0.9,0.0,0.0,0.0,0.0,0.9954648096886985,0.002722995999987957,0.9927418136887106,False,hold: failed one of non40man/market/injury/restricted/sample gates,promoted_hitter_savant_success_failure_classifier,pre_pa<=recent_pa;pre_pitch<=recent_pitches;pre_bb_pct<=recent_bb_pct;pre_k_pct<=recent_k_pct;pre_woba<=recent_woba;pre_chase_rate<=recent_chase_rate;pre_zone_swing_rate<=recent_chase_rate;pre_nonfast_chase_rate<=recent_nonfast_chase_rate;pre_nonfast_whiff_per_swing<=recent_nonfast_whiff_per_swing;pre_whiff_per_swing<=recent_whiff_per_swing;pre_hardhit_rate<=recent_hardhit_rate;pre_barrel_rate<=recent_barrel_rate;pre_sweet_spot_rate<=recent_sweet_spot_rate;pre_air_bbe_rate<=recent_air_bbe_rate;pre_low_velo_xwoba<=recent_low_velo_xwoba;pre_high_velo_xwoba<=recent_high_velo_xwoba;pre_break_off_xwoba<=recent_break_off_xwoba;pre_hitter_count_xwoba<=recent_hitter_count_xwoba,
