slot,player_id,player_name,recent_years,latest_game_year,recent_pa,recent_pitches,recent_games,recent_start_proxy_games,recent_games_80plus_pitches,latest_pa,latest_pitches,latest_start_proxy_games,current_2026_pa,current_2026_pitches,recent_starter_stabilizer_score,latest_starter_stabilizer_score,recent_bb_hbp_pct,latest_bb_hbp_pct,recent_k_pct,latest_k_pct,recent_hr_pct,latest_hr_pct,recent_woba_allowed,latest_woba_allowed,recent_xwoba_allowed_bbe,latest_xwoba_allowed_bbe,recent_whiff_per_swing,latest_whiff_per_swing,recent_chase_rate,latest_chase_rate,recent_zone_rate,latest_zone_rate,recent_first_pitch_nonball_rate,latest_first_pitch_nonball_rate,recent_three_ball_pitch_rate,latest_three_ball_pitch_rate,recent_hardhit_rate,latest_hardhit_rate,recent_barrel_rate,latest_barrel_rate,recent_early_1_3_woba_allowed,latest_early_1_3_woba_allowed,recent_risp_woba_allowed,latest_risp_woba_allowed,recent_third_time_woba_allowed,latest_third_time_woba_allowed,workload_process_score,damage_control_score,recency_sample_score,performance_fit_score,roster_evaluation_date,roster_team,roster_team_name,roster_player_name,primary_position,primary_position_type,primary_position_abbrev,status_code,status_description,roster_note,is_40man,is_active,is_full_roster,age,bat_side,pitch_hand,mlb_debut_date,birth_country,height,weight,in_current_mlb_org,dfa_or_designated_flag,injury_flag,restricted_or_development_flag,market_access_bucket,market_access_score,age_fit_score,role_gate_pass,role_fit_score,age_gate_pass,sample_gate_pass,availability_gate_pass,economic_proxy_gate_pass,first_pass_gate_pass,final_priority_score,gate_fail_reason
regular_foreign_pitcher,663559,"Falter, Bailey",2025 | 2026,2026,575,2132,31,26,10,57,180,2,57,180,58.49103063858156,,0.09217391304347823,0.1052631578947368,0.1513043478260869,0.1052631578947368,0.039999999999999925,0.0701754385964912,0.3514598564795272,0.5482456140350878,0.37471194472929253,0.4327111111111111,0.161919688627302,0.175,0.2463932377802278,0.2111111111111111,0.5313827512473271,0.5,0.56595794588255,0.4912280701754385,0.07858897600380131,0.0944444444444444,0.45060423634336677,0.4444444444444444,0.09207580824972122,0.0666666666666666,0.3440415762212813,0.6232142857142857,0.35348350081252283,0.4369565217391304,0.3344594594594595,,85.18334985133795,40.08263055810589,53.91476709613479,52.67859864902319,2026-06-12,KC,Kansas City Royals,Bailey Falter,Pitcher,Pitcher,P,A,Active,,False,False,True,29.0,Right,Left,2021-04-25,USA,"6' 4""",205.0,True,False,False,False,non40man_org_candidate,75.0,100,True,100,True,True,True,True,True,67.72322925696275,
regular_foreign_pitcher,608650,"Enns, Dietrich",2025 | 2026,2026,270,1048,37,3,1,70,291,0,70,291,60.95831555026894,,0.0962962962962963,0.1571428571428571,0.22962962962962963,0.1857142857142857,0.022222222222222223,0.0,0.33112225938312895,0.3094202898550724,0.34195125351716815,0.2911777777777777,0.23502741212198908,0.1940298507462686,0.31223483545464964,0.2631578947368421,0.5162257183347851,0.4776632302405498,0.6396773010634397,0.6285714285714286,0.08393494749021853,0.1237113402061855,0.3683338069527328,0.391304347826087,0.04958795112247794,0.0652173913043478,0.3828947368421053,,0.2988488744761146,0.2774193548387096,0.675,,67.45953088866865,63.902302589577246,60.85232903865213,55.68657838696022,2026-06-12,BAL,Baltimore Orioles,Dietrich Enns,Pitcher,Pitcher,P,A,Active,,False,False,True,35.0,Left,Left,2017-08-10,USA,"6' 1""",230.0,True,False,False,False,non40man_org_candidate,75.0,70,True,100,True,True,True,True,True,66.37761811282812,
regular_foreign_pitcher,596295,"Gomber, Austin",2025,2025,272,999,12,12,7,272,999,12,0,0,51.09445051188184,51.09445051188184,0.0661764705882353,0.0661764705882353,0.125,0.125,0.0588235294117647,0.0588235294117647,0.4228782287822878,0.4228782287822878,0.4039340565391532,0.4039340565391532,0.1469387755102041,0.1469387755102041,0.2377777777777777,0.2377777777777777,0.5495495495495496,0.5495495495495496,0.6507352941176471,0.6507352941176471,0.066066066066066,0.066066066066066,0.3954545454545454,0.3954545454545454,0.1454545454545454,0.1454545454545454,0.3865269461077844,0.3865269461077844,0.4347222222222222,0.4347222222222222,0.5598214285714286,0.5598214285714286,74.11628675256028,38.17937134298471,16.50148662041625,42.91021297940874,2026-06-12,ATL,Atlanta Braves,Austin Gomber,Pitcher,Pitcher,P,A,Active,,False,False,True,32.0,Left,Left,2018-06-02,USA,"6' 5""",220.0,True,False,False,False,non40man_org_candidate,75.0,100,True,100,True,True,True,True,True,62.35061713867481,
regular_foreign_pitcher,669060,"Wilson, Bryse",2025,2025,224,854,20,5,5,224,854,5,0,0,41.88015704384293,41.88015704384293,0.09375,0.09375,0.125,0.125,0.0491071428571428,0.0491071428571428,0.4237668161434977,0.4237668161434977,0.4576168784885485,0.4576168784885485,0.1521197007481296,0.1521197007481296,0.29111111111111104,0.2911111111111111,0.4730679156908665,0.4730679156908665,0.6150442477876107,0.6150442477876106,0.0831381733021077,0.0831381733021077,0.4566473988439306,0.4566473988439306,0.1098265895953757,0.1098265895953757,0.3779220779220779,0.3779220779220779,0.35266666666666663,0.3526666666666667,0.5344827586206896,0.5344827586206896,68.97918731417245,32.345435051813844,16.50148662041625,37.86388068000934,2026-06-12,PHI,Philadelphia Phillies,Bryse Wilson,Pitcher,Pitcher,P,A,Active,,False,False,True,28.0,Right,Right,2018-08-20,USA,"6' 2""",255.0,True,False,False,False,non40man_org_candidate,75.0,100,True,100,True,True,True,True,True,59.57513437400514,
regular_foreign_pitcher,678394,"Bello, Brayan",2025 | 2026,2026,982,3747,41,36,35,282,1049,8,282,1049,62.737777190416736,50.066195087205095,0.0987780040733197,0.0886524822695035,0.17107942973523416,0.1560283687943262,0.02647657841140525,0.0354609929078014,0.33376791485125634,0.3790035587188612,0.3725509833413688,0.4167028301886792,0.19853751537248251,0.2254335260115607,0.28728062654803294,0.3188405797101449,0.4824127678688889,0.4718779790276454,0.6308496111831143,0.6418439716312057,0.0800164341971914,0.0753098188751191,0.4067726112274461,0.4413145539906103,0.07922893778147497,0.0985915492957746,0.36372094208733863,0.4042763157894737,0.3103451220501522,0.3703703703703703,0.33673675679757215,0.3613636363636364,95.16022464486291,56.02844339593961,91.77403369672945,64.953365519896,2026-06-12,BOS,Boston Red Sox,Brayan Bello,Pitcher,Pitcher,P,RM,Reassigned to Minors,,True,False,True,27.0,Right,Right,2022-07-06,Dominican Republic,"6' 1""",195.0,True,False,False,False,40man_not_active_medium_low_access,35.0,100,True,100,True,True,False,False,False,64.4743510359428,"availability,economic_proxy"
regular_foreign_pitcher,684320,"Rodríguez, Yariel",2025 | 2026,2026,343,1344,76,1,0,45,172,0,45,172,,,0.13994169096209913,0.1777777777777777,0.2099125364431487,0.1333333333333333,0.029154518950437296,0.0444444444444444,0.31362053353764713,0.4411111111111111,0.3593963055590443,0.4020967741935484,0.23923428369492508,0.1428571428571428,0.2619686470686054,0.2244897959183673,0.4530404907418956,0.4302325581395348,0.5205210511332959,0.4,0.09379024250385916,0.1046511627906976,0.35454775228063573,0.3225806451612903,0.0983788676761027,0.1290322580645161,0.775,,0.28897734918143086,0.4961538461538461,,,55.616121572514054,58.03790426042915,53.22101090188305,46.754843761294914,2026-06-12,TOR,Toronto Blue Jays,Yariel Rodríguez,Pitcher,Pitcher,P,DES,Designated for Assignment,,False,False,True,29.0,Right,Right,2024-04-13,Cuba,"6' 0""",165.0,True,True,False,False,dfa_designated_high_signal,95.0,100,False,35,True,True,True,True,False,62.965164068712205,role
regular_foreign_pitcher,471911,"Carrasco, Carlos",2025 | 2026,2026,249,896,16,9,3,37,117,0,37,117,48.32534615463166,,0.07630522088353411,0.054054054054054,0.15261044176706826,0.1081081081081081,0.04417670682730922,0.027027027027027,0.387358044618666,0.3108108108108108,0.3967179187146115,0.4130322580645161,0.20796548871542506,0.140625,0.2616687211545675,0.3389830508474576,0.47586662329072277,0.4957264957264957,0.5742971887550201,0.5405405405405406,0.07830759087390224,0.0341880341880341,0.44371688468861153,0.4838709677419355,0.1059870351147341,0.0967741935483871,0.3926086956521739,,0.31291199279878124,0.3375,0.3055555555555556,,70.25107367030064,43.909902898453794,48.761149653121905,46.71672438748676,2026-06-12,ATL,Atlanta Braves,Carlos Carrasco,Pitcher,Pitcher,P,DES,Designated for Assignment,,False,False,True,39.0,Right,Right,2009-09-01,Venezuela,"6' 4""",224.0,True,True,False,False,dfa_designated_high_signal,95.0,35,True,100,False,True,True,True,False,62.94419841311772,age
regular_foreign_pitcher,682052,"Lopez, Jacob",2025 | 2026,2026,642,2645,33,27,25,243,979,10,243,979,58.31875756986187,55.93377592304367,0.1214953271028037,0.1358024691358024,0.23520249221183795,0.1563786008230452,0.040498442367601216,0.0452674897119341,0.3498960238004837,0.3929460580912863,0.3407357763799771,0.3053588235294118,0.22852149148351206,0.1775700934579439,0.2695573666366703,0.2446183953033268,0.47190255155645444,0.4770173646578141,0.6313707165109035,0.5843621399176955,0.10141563904589637,0.1082737487231869,0.3251383651939277,0.313953488372093,0.058865969061389294,0.0465116279069767,0.32194701382665464,0.3062499999999999,0.31941061062594683,0.3467213114754098,0.40103536398118217,0.6569767441860465,89.44499504459861,49.3158911311489,90.2378592666006,60.54964334472742,2026-06-12,ATH,Athletics,Jacob Lopez,Pitcher,Pitcher,P,RM,Reassigned to Minors,,True,False,True,28.0,Left,Left,2023-08-14,USA,"6' 4""",220.0,True,False,False,False,40man_not_active_medium_low_access,35.0,100,True,100,True,True,False,False,False,62.052303839600086,"availability,economic_proxy"
regular_foreign_pitcher,694297,"Pfaadt, Brandon",2025 | 2026,2026,938,3558,46,36,30,171,627,3,171,627,55.609601014190275,45.20101597039135,0.07356076759061825,0.1169590643274853,0.1897654584221748,0.1812865497076023,0.035181236673773916,0.0409356725146198,0.35207721456376606,0.3631578947368421,0.408437612140812,0.3846166666666667,0.1984994498595158,0.2248322147651006,0.30306067560901206,0.3049853372434017,0.494933578925085,0.4561403508771929,0.6421727856254443,0.6432748538011696,0.0775523940864077,0.0749601275917065,0.4495175859342504,0.4083333333333333,0.1103674759519,0.1166666666666666,0.36368395327586084,0.3930232558139535,0.36421016560591235,0.4385714285714285,0.3613891782306267,0.236,93.75619425173439,44.36792791259037,84.78691774033696,59.03179551217087,2026-06-12,AZ,Arizona Diamondbacks,Brandon Pfaadt,Pitcher,Pitcher,P,RM,Reassigned to Minors,,True,False,True,27.0,Right,Right,2023-05-03,USA,"6' 4""",220.0,True,False,False,False,40man_not_active_medium_low_access,35.0,100,True,100,True,True,False,False,False,61.21748753169398,"availability,economic_proxy"
regular_foreign_pitcher,671106,"Allen, Logan",2025 | 2026,2026,695,2796,31,29,29,19,83,0,19,83,63.21005425231533,,0.09928057553956829,0.0526315789473684,0.1856115107913669,0.3684210526315789,0.025899280575539526,0.0,0.34124486125385395,0.3394736842105263,0.35988715586125963,0.4657272727272727,0.18004970568999346,0.1818181818181818,0.23532164813603665,0.25,0.49110988632832187,0.4698795180722891,0.6162914829426781,0.7368421052631579,0.09402818496338693,0.108433734939759,0.3799105944859857,0.5454545454545454,0.09321205828214645,0.1818181818181818,0.3404054054054054,,0.32858414020663174,0.2571428571428572,0.3721216059410536,0.0,90.93161546085234,57.010788385106636,45.68880079286422,58.499214623676615,2026-06-12,CLE,Cleveland Guardians,Logan Allen,Pitcher,Pitcher,P,RM,Reassigned to Minors,,True,False,True,27.0,Right,Left,2023-04-23,USA,"6' 0""",190.0,True,False,False,False,40man_not_active_medium_low_access,35.0,100,True,100,True,True,False,False,False,60.92456804302214,"availability,economic_proxy"
